ts_ms,raw_Sv_per_s,avg_Sv_per_s,total_Sv,alert,hot_abs,hot_rel,hot_thr,normF,calib_phase
1763421858227,5.4261364e-06,4.9262608e-06,0.00328753912204,0,0,573,225,44000,0
1763421858268,4.7064394e-06,4.8603144e-06,0.00328768979179,0,0,497,225,44000,0
1763421858304,0,3.4022201e-06,0.00328781907615,0,0,58,225,44000,0
1763421858358,0,2.381554e-06,0.0032879667325,0,0,149,225,44000,0
1763421858390,0,1.6670878e-06,0.00328802007931,0,0,293,225,44000,0
1763421858432,1.9725379e-05,7.0845751e-06,0.00328824678572,0,0,2083,225,44000,0
1763421858468,4.4412879e-06,6.2915889e-06,0.0032884858661,0,0,469,225,44000,0
1763421858522,0,4.4041123e-06,0.00328875892106,0,0,90,225,44000,0
1763421858554,0,3.0828786e-06,0.00328885757317,0,0,109,225,44000,0
1763421858596,4.3844697e-06,3.4733559e-06,0.00328896872056,0,0,463,225,44000,0
1763421858627,3.2102273e-06,3.3944173e-06,0.00328909770842,0,0,339,225,44000,0
1763421858687,0,2.3760921e-06,0.00328924502613,0,0,153,225,44000,0
1763421858723,5.5965909e-06,3.3422418e-06,0.00328935197787,0,0,591,225,44000,0
1763421858767,9.7916667e-06,5.2770692e-06,0.00328954195236,0,0,1034,225,44000,0
1763421858796,9.6117424e-06,6.5774712e-06,0.00328981162868,0,0,1015,225,44000,0
1763421858853,1.8693182e-05,1.0212184e-05,0.00329037329882,0,0,1974,225,44000,0
1763421858889,2.4460227e-05,1.4486597e-05,0.00329083686993,0,0,2583,225,44000,0
1763421858927,2.9232955e-05,1.8910504e-05,0.00329151764809,0,0,3087,225,44000,0
1763421858956,3.4176136e-05,2.3490194e-05,0.00329238678527,0,0,3609,225,44000,0
1763421859014,4.8276515e-05,3.092609e-05,0.0032942114246,0,0,5098,225,44000,0
1763421859056,5.2945076e-05,3.7531786e-05,0.00329541244175,0,0,5591,225,44000,0
1763421859090,5.9090909e-05,4.3999523e-05,0.00329712842315,0,0,6240,225,44000,0
1763421859146,6.9346591e-05,5.1603643e-05,0.00330027624539,0,0,7323,225,44000,0
1763421859177,7.2462121e-05,5.7861187e-05,0.00330212780336,0,0,7652,225,44000,0
1763421859222,7.5416667e-05,6.3127831e-05,0.00330414789394,0,0,7964,225,44000,0
1763421859253,7.6856061e-05,6.72463e-05,0.00330683774593,0,0,8116,225,44000,0
1763421859336,7.7594697e-05,7.0350819e-05,0.00331105879506,0,0,8194,225,44000,0
1763421859374,7.7367424e-05,7.24558e-05,0.00331497140829,0,0,8170,225,44000,0
1763421859412,7.5823864e-05,7.3466219e-05,0.00331835085438,0,0,8007,225,44000,0
1763421859440,7.3787879e-05,7.3562717e-05,0.00332070486133,0,0,7792,225,44000,0
1763421859472,7.3039773e-05,7.3405834e-05,0.00332305384802,0,0,7713,225,44000,0
1763421859512,7.0814394e-05,7.2628402e-05,0.00332537795688,0,0,7478,225,44000,0
1763421859551,6.5975379e-05,7.0632495e-05,0.0033277794617,0,0,6967,225,44000,0
1763421859607,6.1903409e-05,6.8013769e-05,0.00333226837047,0,0,6537,225,44000,0
1763421859637,6.0179924e-05,6.5663616e-05,0.00333436960617,0,0,6355,225,44000,0
1763421859679,5.4867424e-05,6.2424758e-05,0.00333636719844,0,0,5794,225,44000,0
1763421859711,5.0416667e-05,5.8822331e-05,0.00333854362468,0,0,5324,225,44000,0
1763421859771,4.4450758e-05,5.4510859e-05,0.00334197780878,0,0,4694,225,44000,0
1763421859803,3.9791667e-05,5.0095101e-05,0.00334358085202,0,0,4202,225,44000,0
1763421859846,3.6420455e-05,4.5992707e-05,0.00334505261865,0,0,3846,225,44000,0
1763421859875,3.0511364e-05,4.1348304e-05,0.00334670655082,0,0,3222,225,44000,0
1763421859936,2.6960227e-05,3.7031881e-05,0.00334892846368,0,0,2847,225,44000,0
1763421859971,2.436553e-05,3.3231976e-05,0.00334999188691,0,0,2573,225,44000,0
1763421860008,2.2310606e-05,2.9955565e-05,0.00335098042055,0,0,2356,225,44000,0
1763421860069,2.0729167e-05,2.7187645e-05,0.00335280199279,0,0,2189,225,44000,0
1763421860096,1.9782197e-05,2.4966011e-05,0.00335360090514,0,0,2089,225,44000,0
1763421860137,1.8541667e-05,2.3038708e-05,0.00335433814379,0,0,1958,225,44000,0
1763421860174,1.6818182e-05,2.117255e-05,0.00335507918303,0,0,1776,225,44000,0
1763421860239,2.2073864e-05,2.1442944e-05,0.00335647297439,0,0,2331,225,44000,0
1763421860278,2.2689394e-05,2.1816879e-05,0.00335728019892,0,0,2396,225,44000,0
1763421860325,1.9412879e-05,2.1095679e-05,0.00335852484397,0,0,2050,225,44000,0
1763421860358,1.90625e-05,2.0485725e-05,0.00335926233008,0,0,2013,225,44000,0
1763421860403,1.78125e-05,1.9683758e-05,0.00335989221033,0,0,1881,225,44000,0
1763421860441,1.657197e-05,1.8750221e-05,0.00336058596851,0,0,1750,225,44000,0
1763421860496,1.2869318e-05,1.698595e-05,0.00336158813959,0,0,1359,225,44000,0
1763421860538,1.3257576e-05,1.5867438e-05,0.00336215936735,0,0,1400,225,44000,0
1763421860569,1.4668561e-05,1.5507775e-05,0.00336277967834,0,0,1549,225,44000,0
1763421860622,1.1988636e-05,1.4452033e-05,0.0033635889922,0,0,1266,225,44000,0
1763421860659,1.1382576e-05,1.3531196e-05,0.00336402199048,0,0,1202,225,44000,0
1763421860703,1.1875e-05,1.3034337e-05,0.00336449122662,0,0,1254,225,44000,0
1763421860732,1.0852273e-05,1.2379718e-05,0.00336499879505,0,0,1146,225,44000,0
1763421860807,8.2386364e-06,1.1137393e-05,0.00336561135169,0,0,870,225,44000,0
1763421860849,7.092803e-06,9.9240163e-06,0.00336609762848,0,0,749,225,44000,0
1763421860888,7.3200758e-06,9.1428341e-06,0.00336656391302,0,0,773,225,44000,0
1763421860918,5.3219697e-06,7.9965748e-06,0.00336681980342,0,0,562,225,44000,0
1763421860947,0,5.5976024e-06,0.00336699892669,0,0,257,225,44000,0
1763421860993,0,3.9183217e-06,0.00336712431299,0,0,171,225,44000,0
1763421861027,0,2.7428252e-06,0.00336723128317,0,0,247,225,44000,0
1763421861084,8.7121212e-06,4.533614e-06,0.00336750783362,0,0,920,225,44000,0
1763421861115,0,3.1735298e-06,0.00336760938657,0,0,163,225,44000,0
1763421861155,0,2.2214708e-06,0.00336768047364,0,0,88,225,44000,0
1763421861187,0,1.5550296e-06,0.00336773800974,0,0,236,225,44000,0
1763421861246,4.0151515e-06,2.2930662e-06,0.0033678824729,0,0,424,225,44000,0
1763421861283,0,1.6051463e-06,0.00336793383759,0,0,168,225,44000,0
1763421861321,0,1.1236024e-06,0.00336797091647,0,0,157,225,44000,0
1763421861352,0,7.865217e-07,0.00336800080429,0,0,216,225,44000,0
1763421861412,0,5.5056519e-07,0.00336803438877,0,0,153,225,44000,0
1763421861454,0,3.8539563e-07,0.00336804672143,0,0,81,225,44000,0
1763421861493,0,2.6977694e-07,0.00336805751251,0,0,113,225,44000,0
1763421861541,0,1.8884386e-07,0.00336806884314,0,0,78,225,44000,0
1763421861572,0,1.321907e-07,0.00336807307324,0,0,71,225,44000,0
1763421861613,0,9.2533491e-08,0.00336807603431,0,0,69,225,44000,0
1763421861651,0,6.4773444e-08,0.00336807836616,0,0,43,225,44000,0
1763421861679,0,4.5341411e-08,0.00336808004379,0,0,49,225,44000,0
1763421861740,0,3.1738987e-08,0.00336808191639,0,0,53,225,44000,0
1763421861780,0,2.2217291e-08,0.00336808262734,0,0,29,225,44000,0
1763421861811,0,1.5552104e-08,0.00336808321832,0,0,33,225,44000,0
1763421861871,0,1.0886473e-08,0.00336808389328,0,0,30,225,44000,0
1763421861904,0,7.6205309e-09,0.00336808413714,0,0,31,225,44000,0
1763421861945,0,5.3343716e-09,0.00336808430784,0,0,33,225,44000,0
1763421861975,0,3.7340601e-09,0.00336808445347,0,0,13,225,44000,0
1763421862036,0,2.6138421e-09,0.00336808461291,0,0,11,225,44000,0
1763421862071,0,1.8296895e-09,0.00336808467146,0,0,21,225,44000,0
1763421862109,0,1.2807826e-09,0.00336808471373,0,0,8,225,44000,0
1763421862171,0,8.9654784e-10,0.0033680847738,0,0,14,225,44000,0
1763421862211,0,6.2758349e-10,0.00336808479451,0,0,8,225,44000,0
1763421862272,0,4.3930844e-10,0.00336808482218,0,0,27,225,44000,0
1763421862315,0,3.0751591e-10,0.00336808483387,0,0,25,225,44000,0
1763421862374,0,2.1526114e-10,0.00336808484721,0,0,16,225,44000,0
1763421862410,0,1.506828e-10,0.00336808485324,0,0,34,225,44000,0
1763421862478,0,1.0547796e-10,0.00336808485957,0,0,17,225,44000,0
1763421862523,0,7.383457e-11,0.00336808486282,0,0,11,225,44000,0
1763421862573,3.1155303e-06,9.3471078e-07,0.00336813346778,0,0,329,225,44000,0
1763421862612,6.9791667e-06,2.7480475e-06,0.00336825163382,0,0,737,225,44000,0
1763421862674,1.188447e-05,5.4889742e-06,0.00336856450535,0,0,1255,225,44000,0
1763421862722,7.8409091e-06,6.1945547e-06,0.00336883706576,0,0,828,225,44000,0
1763421862773,9.4981061e-06,7.1856201e-06,0.00336923946048,0,0,1003,225,44000,0
1763421862812,1.061553e-05,8.2145931e-06,0.00336959268799,0,0,1121,225,44000,0
1763421862870,6.5340909e-06,7.7104425e-06,0.00337000134144,0,0,690,225,44000,0
1763421862915,7.4621212e-06,7.6359461e-06,0.00337033732307,0,0,788,225,44000,0
1763421862974,8.5511364e-06,7.9105032e-06,0.00337078031124,0,0,903,225,44000,0
1763421863014,7.8787879e-06,7.9009886e-06,0.0033711595587,0,0,832,225,44000,0
1763421863064,4.3560606e-06,6.8375102e-06,0.00337148775919,0,0,460,225,44000,0
1763421863103,3.0492424e-06,5.7010299e-06,0.00337173290347,0,0,322,225,44000,0
1763421863171,3.7878788e-06,5.1270845e-06,0.00337202514729,0,0,400,225,44000,0
1763421863213,0,3.5889592e-06,0.00337220100629,0,0,164,225,44000,0
1763421863262,0,2.5122714e-06,0.00337232913213,0,0,92,225,44000,0
1763421863301,0,1.75859e-06,0.00337239947573,0,0,237,225,44000,0
1763421863363,0,1.231013e-06,0.00337246841246,0,0,113,225,44000,0
1763421863405,0,8.617091e-07,0.00337250718937,0,0,95,225,44000,0
1763421863463,0,6.0319637e-07,0.00337254036517,0,0,283,225,44000,0
1763421863500,0,4.2223746e-07,0.00337255936585,0,0,169,225,44000,0
1763421863541,0,2.9556622e-07,0.00337257443973,0,0,179,225,44000,0
1763421863575,0,2.0689635e-07,0.003372581888,0,0,181,225,44000,0
1763421863619,0,1.4482745e-07,0.00337258652248,0,0,228,225,44000,0
1763421863653,4.375e-06,1.4138792e-06,0.00337263883601,0,0,462,225,44000,0
1763421863707,5.3598485e-06,2.59767e-06,0.00337279209854,0,0,566,225,44000,0
1763421863743,4.4507576e-06,3.1535963e-06,0.00337290562801,0,0,470,225,44000,0
1763421863784,6.5246212e-06,4.1649038e-06,0.00337303890493,0,0,689,225,44000,0
1763421863813,1.0435606e-05,6.0461144e-06,0.00337326865727,0,0,1102,225,44000,0
1763421863871,1.2878788e-05,8.0959165e-06,0.00337373822043,0,0,1360,225,44000,0
1763421863912,1.2878788e-05,9.5307779e-06,0.00337408132843,0,0,1360,225,44000,0
1763421863949,1.3352273e-05,1.0677226e-05,0.00337444435413,0,0,1410,225,44000,0
1763421864004,1.3361742e-05,1.1482581e-05,0.00337515627416,0,0,1411,225,44000,0
1763421864031,9.0340909e-06,1.0748034e-05,0.00337550021125,0,0,954,225,44000,0
1763421864080,7.9450758e-06,9.9071466e-06,0.00337585686853,0,0,839,225,44000,0
1763421864115,7.1117424e-06,9.0685253e-06,0.00337620147249,0,0,751,225,44000,0
1763421864168,6.6098485e-06,8.3309223e-06,0.00337668466599,0,0,698,225,44000,0
1763421864212,4.6496212e-06,7.226532e-06,0.00337694482114,0,0,491,225,44000,0
1763421864248,3.9867424e-06,6.2545951e-06,0.00337718249575,0,0,421,225,44000,0
1763421864301,6.6950758e-06,6.3867393e-06,0.00337755292663,0,0,707,225,44000,0
1763421864327,6.5909091e-06,6.4479902e-06,0.00337775926232,0,0,696,225,44000,0
1763421864369,6.2878788e-06,6.3999568e-06,0.00337798966076,0,0,664,225,44000,0
1763421864406,6.1174242e-06,6.315197e-06,0.00337819174707,0,0,646,225,44000,0
1763421864436,6.4204545e-06,6.3467743e-06,0.00337842023094,0,0,678,225,44000,0
1763421864493,3.5227273e-06,5.4995602e-06,0.00337875020455,0,0,372,225,44000,0
1763421864537,0,3.8496921e-06,0.00337888879347,0,0,98,225,44000,0
1763421864574,0,2.6947845e-06,0.00337898311093,0,0,92,225,44000,0
1763421864626,4.1098485e-06,3.1193037e-06,0.00337917338845,0,0,434,225,44000,0
1763421864656,3.8248106e-05,1.3657944e-05,0.00337961044267,0,0,4039,225,44000,1
1763421864705,0,9.5605611e-06,0.00337995462287,0,0,128,225,44000,1
1763421864740,0,6.6923928e-06,0.00338021562619,0,0,79,225,44000,1
1763421864790,1.6950758e-05,9.7699022e-06,0.00338077251061,0,0,1790,225,44000,1
1763421864821,2.0568182e-05,1.3009386e-05,0.00338118881097,0,0,2172,225,44000,1
1763421864873,1.1808712e-05,1.2649184e-05,0.00338164418159,0,0,1247,225,44000,1
1763421864909,8.5795455e-06,1.1428292e-05,0.00338213559816,0,0,906,225,44000,1
1763421864953,1.1136364e-05,1.1340714e-05,0.00338273665599,0,0,1176,225,44000,1
1763421864988,1.3844697e-05,1.2091909e-05,0.00338312359707,0,0,1462,225,44000,1
1763421865036,1.342803e-05,1.2492745e-05,0.00338357333589,0,0,1418,225,44000,1
1763421865063,1.0208333e-05,1.1807422e-05,0.0033840692476,0,0,1078,225,44000,1
1763421865120,9.1950758e-06,1.1023718e-05,0.00338466452837,0,0,971,225,44000,1
1763421865153,1.030303e-05,1.0807512e-05,0.00338501036874,0,0,1088,225,44000,1
1763421865195,1.0501894e-05,1.0715826e-05,0.00338539613849,0,0,1109,225,44000,1
1763421865224,8.4280303e-06,1.0029488e-05,0.00338576722952,0,0,890,225,44000,1
1763421865284,7.8125e-06,9.3643913e-06,0.00338631972861,0,0,825,225,44000,1
1763421865320,8.4564394e-06,9.0920057e-06,0.00338661067279,0,0,893,225,44000,1
1763421865356,7.907197e-06,8.7365631e-06,0.00338692518906,0,0,835,225,44000,1
1763421865385,6.5909091e-06,8.0928669e-06,0.00338720034654,0,0,696,225,44000,1
1763421865447,7.594697e-06,7.9434159e-06,0.00338769283832,0,0,802,225,44000,1
1763421865495,7.7935606e-06,7.8984593e-06,0.00338797718286,0,0,823,225,44000,1
1763421865526,7.2159091e-06,7.6936942e-06,0.00338829262432,0,0,762,225,44000,1
1763421865575,6.25e-06,7.260586e-06,0.00338869195655,0,0,660,225,44000,1
1763421865610,6.4299242e-06,7.0113875e-06,0.00338892333234,0,0,679,225,44000,1
1763421865657,4.6306818e-06,6.2971758e-06,0.00338914373349,0,0,489,225,44000,1
1763421865688,3.0018939e-06,5.3085912e-06,0.00338935076854,0,0,317,225,44000,1
1763421865741,0,3.7160139e-06,0.00338956258133,0,0,165,225,44000,1
1763421993227,0.00071019886,0.00021305966,0.000117608931818,0,0,74997,225,44000,0
1763421993259,0.00070244318,0.00035987472,0.00013416316875,0,0,74178,225,44000,0
1763421993321,0.00070279356,0.00046275037,0.000159151688693,0,0,74215,225,44000,0
1763421993351,0.00070149621,0.00053437412,0.00018052665358,0,0,74078,225,44000,0
1763421993409,0.00069724432,0.00058323518,0.000213187823714,0,0,73629,225,44000,0
1763421993445,0.00069314394,0.00061620781,0.000235371304819,0,0,73196,225,44000,0
1763421993479,0.0006933428,0.00063934831,0.000255830450639,0,0,73217,225,44000,0
1763421993552,0.00068655303,0.00065350972,0.000297655072968,0,0,72500,225,44000,0
1763421993587,0.0006834375,0.00066248806,0.000326142059407,0,0,72171,225,44000,0
1763421993646,0.00067941288,0.0006675655,0.000364193293097,0,0,71746,225,44000,0
1763421993682,0.00067482008,0.00066974188,0.000388973742475,0,0,71261,225,44000,0
1763421993751,0.00067122159,0.00067018579,0.000431195447233,0,0,70881,225,44000,0
1763421993786,0.00066738636,0.00066934596,0.000459307977636,0,0,70476,225,44000,0
1763421993842,0.00066286932,0.00066740297,0.000495347737953,0,0,69999,225,44000,0
1763421993876,0.00065871212,0.00066479571,0.000519945179391,0,0,69560,225,44000,0
1763421993947,0.00065734848,0.00066256155,0.000561686556766,0,0,69416,225,44000,0
1763421993981,0.0006547822,0.00066022774,0.000589416121889,0,0,69145,225,44000,0
1763421994037,0.00064678977,0.00065619635,0.000624850724819,0,0,68301,225,44000,0
1763421994069,0.00064175189,0.00065186301,0.000648317793307,0,0,67769,225,44000,0
1763421994142,0.00063038826,0.00064542059,0.00068962471086,0,0,66569,225,44000,0
1763421994173,0.00060397727,0.00063298759,0.000715577202155,0,0,63780,225,44000,0
1763421994235,0.00058450758,0.00061844359,0.000752065373818,0,0,61724,225,44000,0
1763421994264,0.00064323864,0.0006258821,0.000773345365292,0,0,67926,225,44000,0
1763421994339,0.00062368371,0.00062522259,0.000812109165572,0,0,65861,225,44000,0
1763421994373,0.00057535985,0.00061026376,0.000837740243666,0,0,60758,225,44000,0
1763421994434,0.00061616477,0.00061203407,0.000873238219536,0,0,65067,225,44000,0
1763421994468,0.00062124053,0.00061479601,0.000895985671751,0,0,65603,225,44000,0
1763421994531,0.00057954545,0.00060422084,0.000931634701336,0,0,61200,225,44000,0
1763421994569,0.00056673295,0.00059297447,0.000954167731373,0,0,59847,225,44000,0
1763421994634,0.0005920928,0.00059270997,0.000990915749709,0,0,62525,225,44000,0
1763421994668,0.00057636364,0.00058780607,0.00101501579867,0,0,60864,225,44000,0
1763421994730,0.00056348485,0.00058050971,0.00104926587126,0,0,59504,225,44000,0
1763421994765,0.00056701705,0.00057646191,0.00107059496183,0,0,59877,225,44000,0
1763421994828,0.00055876894,0.00057115402,0.00110429304882,0,0,59006,225,44000,0
1763421994861,0.00054890152,0.00056447827,0.00112630770121,0,0,57964,225,44000,0
1763421994932,0.00055403409,0.00056134501,0.00116054974704,0,0,58506,225,44000,0
1763421994962,0.00054630682,0.00055683356,0.00118449358991,0,0,57690,225,44000,0
1763421995014,0.00053721591,0.00055094826,0.0012158976408,0,0,56730,225,44000,0
1763421995044,0.0005335322,0.00054572344,0.00123336079095,0,0,56341,225,44000,0
1763421995085,0.00053065341,0.00054120243,0.00125067926877,0,0,56037,225,44000,0
1763421995119,0.00052678977,0.00053687863,0.00126785938507,0,0,55629,225,44000,0
1763421995188,0.00051939394,0.00053163323,0.00130401044443,0,0,54848,225,44000,0
1763421995213,0.00051541667,0.00052676826,0.00132244733346,0,0,54428,225,44000,0
1763421995273,0.00050732008,0.0005209338,0.00135422429547,0,0,53573,225,44000,0
1763421995304,0.00050325758,0.00051563094,0.00137072448539,0,0,53144,225,44000,0
1763421995347,0.00049625947,0.0005098195,0.00138907798723,0,0,52405,225,44000,0
1763421995381,0.00048375,0.00050199865,0.00140514194392,0,0,51084,225,44000,0
1763421995406,0.00046724432,0.00049157235,0.00142087225907,0,0,49341,225,44000,0
1763421995437,0.00044654356,0.00047806371,0.00143617029785,0,0,47155,225,44000,0
1763421995469,0.0004436553,0.00046774119,0.00145113801591,0,0,46850,225,44000,0
1763421995514,0.00045965909,0.00046531656,0.00146788941206,0,0,48540,225,44000,0
1763421995542,0.0004641572,0.00046496875,0.00148323338084,0,0,49015,225,44000,0
1763421995602,0.00042613636,0.00045331903,0.00151179248003,0,0,45000,225,44000,0
1763421995636,0.00042932765,0.00044612162,0.00152606837186,0,0,45337,225,44000,0
1763421995678,0.00045886364,0.00044994422,0.00154226636395,0,0,48456,225,44000,0
1763421995704,0.00048742424,0.00046118823,0.00155748557554,0,0,51472,225,44000,0
1763421995765,0.00043995265,0.00045481756,0.0015861390816,0,0,46459,225,44000,0
1763421995806,0.00042933712,0.00044717343,0.00160044863123,0,0,45338,225,44000,0
1763421995840,0.00044998106,0.00044801572,0.00161657719702,0,0,47518,225,44000,0
1763421995866,0.0004641572,0.00045285816,0.00163106865816,0,0,49015,225,44000,0
1763421995896,0.00044745265,0.00045123651,0.00164550822641,0,0,47251,225,44000,0
1763421995929,0.00042830492,0.00044435703,0.00165972765145,0,0,45229,225,44000,0
1763421995971,0.00042445076,0.00043838515,0.00167375597626,0,0,44822,225,44000,0
1763421996001,0.00042976326,0.00043579858,0.00168944472523,0,0,45383,225,44000,0
1763421996028,0.00043068182,0.00043426355,0.00170334115893,0,0,45480,225,44000,0
1763421996060,0.00041442235,0.00042831119,0.00171704711706,0,0,43763,225,44000,0
1763421996096,0.00040044508,0.00041995136,0.00173048556048,0,0,42287,225,44000,0
1763421996136,0.00039579545,0.00041270459,0.00174369210724,0,0,41796,225,44000,0
1763421996162,0.0003980303,0.0004083023,0.00175839099009,0,0,42032,225,44000,0
1763421996192,0.00038768939,0.00040211843,0.00177125877982,0,0,40940,225,44000,0
1763421996224,0.00037176136,0.00039301131,0.00178383514172,0,0,39258,225,44000,0
1763421996266,0.00036515152,0.00038465337,0.0017961440496,0,0,38560,225,44000,0
1763421996298,0.00036751894,0.00037951304,0.00180866797997,0,0,38810,225,44000,0
1763421996326,0.00035903409,0.00037336936,0.00182173590745,0,0,37914,225,44000,0
1763421996356,0.00034798295,0.00036575344,0.00183344001739,0,0,36747,225,44000,0
1763421996389,0.0003403125,0.00035812116,0.00184489989436,0,0,35937,225,44000,0
1763421996432,0.00033419508,0.00035094333,0.00185613008096,0,0,35291,225,44000,0
1763421996462,0.00033269886,0.00034546999,0.00186856700063,0,0,35133,225,44000,0
1763421996490,0.00032576705,0.00033955911,0.00187943289207,0,0,34401,225,44000,0
1763421996520,0.00031400568,0.00033189308,0.00189005347062,0,0,33159,225,44000,0
1763421996557,0.00030722538,0.00032449277,0.00190043723924,0,0,32443,225,44000,0
1763421996596,0.00029088068,0.00031440914,0.00191049833182,0,0,30717,225,44000,0
1763421996624,0.00026614583,0.00029993015,0.00192129581723,0,0,28105,225,44000,0
1763421996652,0.00025206439,0.00028557042,0.00193043407077,0,0,26618,225,44000,0
1763421996685,0.00027119318,0.00028125725,0.0019394343028,0,0,28638,225,44000,0
1763421996725,0.00030660038,0.00028886019,0.00194867782886,0,0,32377,225,44000,0
1763421996758,0.00025965909,0.00028009986,0.00195764102437,0,0,27420,225,44000,0
1763421996787,0.00020938447,0.00025888524,0.00196696089311,0,0,22111,225,44000,0
1763421996816,0.00019660985,0.00024020262,0.00197464737709,0,0,20762,225,44000,0
1763421996848,0.00023082386,0.000237389,0.00198224382497,0,0,24375,225,44000,0
1763421996892,0.00024229167,0.0002388598,0.00198988733848,0,0,25586,225,44000,0
1763421996916,0.00019636364,0.00022611095,0.0019978012217,0,0,20736,225,44000,0
1763421996995,0.00016400568,0.00020747937,0.00201128738068,0,0,17319,225,44000,0
1763421997021,0.00019373106,0.00020335488,0.00201901486598,0,0,20458,225,44000,0
1763421997105,0.00016744318,0.00019258137,0.00203018458533,0,0,17682,225,44000,0
1763421997136,0.00014367424,0.00017790923,0.0020394358653,0,0,15172,225,44000,0
1763421997193,0.00015974432,0.00017245976,0.00204771393363,0,0,16869,225,44000,0
1763421997217,0.00016129735,0.00016911103,0.00205447837499,0,0,17033,225,44000,0
1763421997288,0.00012679924,0.0001564175,0.0020638634248,0,0,13390,225,44000,0
1763421997313,0.00012546402,0.00014713145,0.00206901302562,0,0,13249,225,44000,0
1763421997373,0.00012967803,0.00014189543,0.00207766864659,0,0,13694,225,44000,0
1763421997414,0.00011460227,0.00013370748,0.00208194728594,0,0,12102,225,44000,0
1763421997448,0.00010823864,0.00012606683,0.0020864856917,0,0,11430,225,44000,0
1763421997474,0.00010351326,0.00011930076,0.0020903033159,0,0,10931,225,44000,0
1763421997504,9.40625e-05,0.00011172928,0.00209387865283,0,0,9933,225,44000,0
1763421997538,8.8380682e-05,0.0001047247,0.00209722984323,0,0,9333,225,44000,0
1763421997583,9.2660985e-05,0.00010110559,0.00210046522196,0,0,9785,225,44000,0
1763422167445,0,0,0,0,0,0,215,19250,0
1763422167489,0,0,0,0,0,0,215,19250,0
1763422167548,0,0,0,0,0,0,215,19250,0
1763422167571,0,0,0,0,0,0,215,19250,0
1763422167602,0,0,0,0,0,0,215,19250,0
1763422167653,0,0,0,0,0,0,215,19250,0
1763422167683,0,0,0,0,0,0,215,19250,0
1763422167738,0,0,0,0,0,0,215,19250,0
1763422167766,0,0,0,0,0,0,215,19250,0
1763422167819,0,0,0,0,0,0,215,19250,0
1763422167846,0,0,0,0,0,0,215,19250,0
1763422167901,0,0,0,0,0,0,215,19250,0
1763422167938,0,0,0,0,0,0,215,19250,0
1763422167982,0,0,0,0,0,0,215,19250,0
1763422168008,0,0,0,0,0,0,215,19250,0
1763422168062,0,0,0,0,0,0,215,19250,0
1763422168107,0,0,0,0,0,0,215,19250,0
1763422168144,0,0,0,0,0,0,215,19250,0
1763422168168,0,0,0,0,0,0,215,19250,0
1763422168227,0,0,0,0,0,0,215,19250,0
1763422168275,0,0,0,0,0,0,215,19250,0
1763422168309,0,0,0,0,0,0,215,19250,0
1763422168361,0,0,0,0,0,0,215,19250,0
1763422168390,0,0,0,0,0,0,215,19250,0
1763422168441,0,0,0,0,0,0,215,19250,0
1763422168472,0,0,0,0,0,0,215,19250,0
1763422168526,0,0,0,0,0,0,215,19250,0
1763422168554,0,0,0,0,0,0,215,19250,0
1763422168607,0,0,0,0,0,0,215,19250,0
1763422168635,0,0,0,0,0,0,215,19250,0
1763422168689,0,0,0,0,0,0,215,19250,0
1763422168719,0,0,0,0,0,0,215,19250,0
1763422168770,0,0,0,0,0,0,215,19250,0
1763422168796,0,0,0,0,0,0,215,19250,0
1763422168854,0,0,0,0,0,0,215,19250,0
1763422168885,0,0,0,0,0,0,215,19250,0
1763422168935,0,0,0,0,0,0,215,19250,0
1763422168960,0,0,0,0,0,0,215,19250,0
1763422169015,0,0,0,0,0,0,215,19250,0
1763422169054,0,0,0,0,0,0,215,19250,0
1763422169098,0,0,0,0,0,0,215,19250,0
1763422169124,0,0,0,0,0,0,215,19250,0
1763422169181,0,0,0,0,0,0,215,19250,0
1763422169229,0,0,0,0,0,0,215,19250,0
1763422169262,0,0,0,0,0,0,215,19250,0
1763422169314,0,0,0,0,0,0,215,19250,0
1763422169359,0,0,0,0,0,0,215,19250,0
1763422169388,0,0,0,0,0,0,215,19250,0
1763422169455,0,0,0,0,0,0,215,19250,0
1763422169475,0,0,0,0,0,0,215,19250,0
1763422169562,0,0,0,0,0,0,215,19250,0
1763422169591,0,0,0,0,0,0,215,19250,0
1763422169665,0,0,0,0,0,0,215,19250,0
1763422169691,0,0,0,0,0,0,215,19250,0
1763422169753,0,0,0,0,0,0,215,19250,0
1763422169776,0,0,0,0,0,0,215,19250,0
1763422169847,0,0,0,0,0,0,215,19250,0
1763422169884,0,0,0,0,0,0,215,19250,0
1763422169913,0,0,0,0,0,0,215,19250,0
1763422169975,0,0,0,0,0,113,215,19250,0
1763422170014,0,0,0,0,0,160,215,19250,0
1763422170053,0,0,0,0,0,176,215,19250,0
1763422170123,1.2900433e-05,3.8701299e-06,2.47688311688e-07,0,0,596,215,19250,0
1763422170167,1.6428571e-05,7.6376623e-06,5.91383116883e-07,0,0,759,215,19250,0
1763422170223,1.6774892e-05,1.0378831e-05,1.16221883117e-06,0,0,775,215,19250,0
1763422170257,1.7489177e-05,1.2511935e-05,1.72525590909e-06,0,0,808,215,19250,0
1763422170298,2.0974026e-05,1.5050562e-05,2.49283458831e-06,0,0,969,215,19250,0
1763422170328,2.2467532e-05,1.7275653e-05,3.04565549636e-06,0,0,1038,215,19250,0
1763422170379,2.4025974e-05,1.930075e-05,3.74048248094e-06,0,0,1110,215,19250,0
